launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
13.000000, 702645.586761, 4309962.903927, 13.503640, 702707.563129, 4309957.481697, 0.503640, 62.213108
17.000000, 702646.654967, 4309941.617838, 17.503640, 702708.873764, 4309936.174398, 0.503640, 62.456463
19.000000, 702648.405335, 4309961.750836, 19.301969, 702684.702316, 4309958.575261, 0.301969, 36.435629
27.000000, 702652.103196, 4309944.906923, 27.301969, 702688.458042, 4309941.726286, 0.301969, 36.493716
41.000000, 702659.674472, 4309940.672382, 41.503640, 702722.079646, 4309935.212637, 0.503640, 62.643551
41.000000, 702662.192886, 4309962.421960, 41.503640, 702724.598059, 4309956.962214, 0.503640, 62.643551
