launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
3.000000, 702643.782774, 4309973.803201, 3.613861, 702777.992365, 4309969.116499, 0.613861, 134.291398
10.000000, 702645.005914, 4309959.870603, 10.596980, 702774.620685, 4309955.344356, 0.596980, 129.693777
10.000000, 702648.893490, 4310007.258353, 10.324412, 702700.945771, 4310005.440647, 0.324412, 52.084009
11.000000, 702649.224992, 4309967.726986, 11.605518, 702781.748206, 4309963.099173, 0.605518, 132.603993
14.000000, 702647.005036, 4309948.283489, 14.596980, 702776.619807, 4309943.757241, 0.596980, 129.693777
14.000000, 702651.844842, 4310014.662092, 14.324412, 702703.897123, 4310012.844386, 0.324412, 52.084009
22.000000, 702657.539988, 4309992.020017, 22.598288, 702778.986022, 4309987.779028, 0.598288, 121.520061
23.000000, 702657.148134, 4309965.356862, 23.333582, 702710.482906, 4309963.494371, 0.333582, 53.367282
26.000000, 702652.648671, 4309930.688247, 26.637598, 702783.597368, 4309926.115418, 0.637598, 131.028516
35.000000, 702664.271330, 4309950.396424, 35.333582, 702716.582558, 4309948.569676, 0.333582, 52.343114
40.000000, 702669.853624, 4310019.745561, 40.349042, 702721.172912, 4310017.953452, 0.349042, 51.350570
50.000000, 702673.507918, 4309933.044631, 50.670361, 702821.888742, 4309927.863058, 0.670361, 148.471268
57.000000, 702680.405932, 4309947.366219, 57.613861, 702800.181147, 4309943.183576, 0.613861, 119.848223
61.000000, 702684.208735, 4309960.930824, 61.613861, 702815.547693, 4309956.344367, 0.613861, 131.419015
61.000000, 702825.149732, 4309926.084228, 61.325789, 702886.771501, 4309923.932349, 0.325789, 61.659331
64.000000, 702887.310191, 4309925.013714, 64.333582, 702947.620336, 4309922.907637, 0.333582, 60.346907
72.000000, 702831.733349, 4309927.105528, 72.340444, 702901.284861, 4309924.676736, 0.340444, 69.593906
74.000000, 702902.241969, 4309925.214290, 74.333582, 702963.114330, 4309923.088580, 0.333582, 60.909466
75.000000, 702685.485120, 4309924.673591, 75.645789, 702828.832062, 4309919.667805, 0.645789, 143.434319
77.000000, 702693.981166, 4309956.026066, 77.637598, 702839.306350, 4309950.951199, 0.637598, 145.413767
79.000000, 702893.594152, 4309927.283486, 79.555280, 703008.761509, 4309923.261754, 0.555280, 115.237556
79.000000, 702839.681128, 4309949.971513, 79.333582, 702915.015455, 4309947.340780, 0.333582, 75.380247
82.000000, 702896.243014, 4309921.716072, 82.555280, 703012.209811, 4309917.666422, 0.555280, 116.037483
82.000000, 702840.427425, 4309952.026471, 82.584202, 702971.839904, 4309947.437446, 0.584202, 131.492581
82.000000, 703009.490994, 4309924.178097, 82.503640, 703103.110400, 4309920.908835, 0.503640, 93.676471
