launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
1.000000, 702652.067007, 4309958.005028, 1.596980, 702789.870747, 4309958.005028, 0.596980, 137.803740
3.000000, 702904.951876, 4309931.925911, 3.333582, 702975.540418, 4309931.925911, 0.333582, 70.588542
3.000000, 702654.185191, 4309948.227611, 3.596980, 702791.988932, 4309948.227611, 0.596980, 137.803740
3.000000, 702857.449915, 4309965.580362, 3.333582, 702928.232586, 4309965.580362, 0.333582, 70.782670
4.000000, 702975.367921, 4309932.922287, 4.324412, 703059.649562, 4309932.922287, 0.324412, 84.281641
5.000000, 702725.267483, 4309966.367481, 5.685966, 702911.254075, 4309966.367481, 0.685966, 185.986591
5.000000, 702928.916163, 4309964.711922, 5.359091, 703010.881703, 4309964.711922, 0.359091, 81.965541
6.000000, 702655.599891, 4309854.388205, 6.333582, 702740.685749, 4309854.388205, 0.333582, 85.085857
6.000000, 702655.019227, 4309883.548564, 6.394262, 702736.884741, 4309883.548564, 0.394262, 81.865513
6.000000, 703060.789346, 4309932.947072, 6.314875, 703121.465246, 4309932.947072, 0.314875, 60.675900
7.000000, 702905.647059, 4309926.648764, 7.563891, 703043.382510, 4309926.648764, 0.563891, 137.735451
7.000000, 702999.928873, 4309971.051831, 7.513066, 703121.347617, 4309971.051831, 0.513066, 121.418744
7.000000, 703060.411514, 4309931.892192, 7.549034, 703230.903984, 4309931.892192, 0.549034, 170.492470
7.000000, 702910.774760, 4309965.439174, 7.534929, 703047.130484, 4309965.439174, 0.534929, 136.355724
8.000000, 702726.861867, 4309969.658913, 8.374164, 702810.320920, 4309969.658913, 0.374164, 83.459053
8.000000, 702741.132800, 4309855.393365, 8.667610, 702915.506993, 4309855.393365, 0.667610, 174.374193
8.000000, 703121.654756, 4309972.010634, 8.542165, 703260.081124, 4309972.010634, 0.542165, 138.426368
9.000000, 702820.032063, 4309938.219324, 9.685614, 702992.696244, 4309938.219324, 0.685614, 172.664181
9.000000, 702657.473720, 4309890.195783, 9.394262, 702738.961642, 4309890.195783, 0.394262, 81.487921
9.000000, 703011.533941, 4309966.096043, 9.526792, 703132.560941, 4309966.096043, 0.526792, 121.027000
10.000000, 702661.435616, 4309954.677160, 10.629332, 702811.915248, 4309954.677160, 0.629332, 150.479632
10.000000, 702658.343682, 4309986.260913, 10.618737, 702821.855349, 4309986.260913, 0.618737, 163.511667
11.000000, 702974.514734, 4309890.463437, 11.333582, 703057.772809, 4309890.463437, 0.333582, 83.258075
11.000000, 702904.496623, 4309939.207140, 11.365567, 702985.219258, 4309939.207140, 0.365567, 80.722635
11.000000, 702661.247322, 4309931.717059, 11.697001, 702851.079229, 4309931.717059, 0.697001, 189.831907
12.000000, 702661.041514, 4309861.482952, 12.365589, 702742.809739, 4309861.482952, 0.365589, 81.768226
12.000000, 702999.282151, 4309962.218890, 12.295802, 703059.388401, 4309962.218890, 0.295802, 60.106250
12.000000, 702986.121314, 4309938.736426, 12.295802, 703045.972822, 4309938.736426, 0.295802, 59.851509
12.000000, 702852.059678, 4309931.497948, 12.610732, 703007.480861, 4309931.497948, 0.610732, 155.421183
