launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
1.000000, 702701.397386, 4309956.477552, 1.584202, 702774.469573, 4309953.925815, 0.584202, 73.116727
2.000000, 702701.808590, 4309938.952793, 2.584202, 702774.880776, 4309936.401056, 0.584202, 73.116727
20.000000, 702674.200942, 4309863.163673, 20.560828, 702753.411120, 4309860.397592, 0.560828, 79.258461
21.000000, 702665.893919, 4309854.798343, 21.517445, 702735.784190, 4309852.357721, 0.517445, 69.932871
33.000000, 702660.256943, 4309847.167236, 33.546367, 702731.887744, 4309844.665833, 0.546367, 71.674463
