launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
6.000000, 703420.107063, 4309901.068461, 6.935167, 703509.948949, 4309901.068461, 0.935167, 89.841886
8.000000, 703460.255529, 4309890.368121, 8.847317, 703547.956155, 4309890.368121, 0.847317, 87.700626
8.000000, 703420.352804, 4309905.091628, 8.915691, 703507.903826, 4309905.091628, 0.915691, 87.551021
10.000000, 704081.378230, 4309972.699841, 10.613861, 704132.653278, 4309972.699841, 0.613861, 51.275048
15.000000, 704151.676265, 4309871.222957, 15.931491, 704218.345735, 4309871.222957, 0.931491, 66.669469
15.000000, 704080.612937, 4309994.593024, 15.613861, 704131.887986, 4309994.593024, 0.613861, 51.275048
18.000000, 704242.159773, 4309874.241191, 18.871967, 704326.310575, 4309874.241191, 0.871967, 84.150802
21.000000, 703505.240538, 4309903.326718, 21.878917, 703572.373507, 4309903.326718, 0.878917, 67.132968
24.000000, 703453.573188, 4309892.535049, 24.784116, 703538.122571, 4309892.535049, 0.784116, 84.549383
34.000000, 704157.170266, 4309858.076140, 34.931491, 704223.839736, 4309858.076140, 0.931491, 66.669469
39.000000, 704204.812625, 4309926.341126, 39.710983, 704272.636925, 4309926.341126, 0.710983, 67.824300
40.000000, 703595.313428, 4310012.721614, 40.847317, 703660.248403, 4310012.721614, 0.847317, 64.934974
59.000000, 704163.020792, 4309844.266083, 59.868291, 704236.827863, 4309844.266083, 0.868291, 73.807071
60.000000, 704148.413160, 4309846.125947, 60.173525, 704107.915793, 4309812.144620, 0.173525, 52.865559
60.000000, 704172.158722, 4309846.724567, 60.534910, 704072.838162, 4309763.384722, 0.534910, 129.653783
60.000000, 704250.702989, 4309852.585680, 60.387966, 704164.858943, 4309780.553972, 0.387966, 112.061444
60.000000, 704276.700359, 4309845.429099, 60.327351, 704208.743935, 4309788.406888, 0.327351, 88.710811
60.000000, 704288.624204, 4309845.998861, 60.426196, 704190.640971, 4309763.781166, 0.426196, 127.908026
60.000000, 704266.209470, 4309937.574280, 60.917267, 704066.602400, 4309770.084061, 0.917267, 260.568523
60.000000, 704151.054439, 4309968.460450, 60.896785, 703995.684820, 4309838.089860, 0.896785, 202.820633
60.000000, 704151.054439, 4309968.460450, 60.407981, 704060.482354, 4309892.461447, 0.407981, 118.233460
60.000000, 704152.615441, 4309961.190587, 60.314875, 704086.290270, 4309905.537160, 0.314875, 86.581362
60.000000, 704149.084163, 4309904.169608, 60.389447, 704062.027739, 4309831.120595, 0.389447, 113.644091
60.000000, 704150.267231, 4309903.158710, 60.278106, 704104.944232, 4309865.128198, 0.278106, 59.164974
60.000000, 703909.874485, 4309884.860686, 60.701906, 703775.580519, 4309772.174669, 0.701906, 175.308321
60.000000, 703913.873018, 4309871.077881, 60.405169, 703827.017874, 4309798.197762, 0.405169, 113.381338
60.000000, 703911.874817, 4309895.207594, 60.444996, 703813.860903, 4309812.964155, 0.444996, 127.948078
