launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
44.000000, 702632.913438, 4309993.231153, 44.345469, 702693.886200, 4309987.896728, 0.345469, 61.205668
50.000000, 702635.274327, 4309990.198184, 50.613861, 702787.541254, 4309976.876554, 0.613861, 152.848561
64.000000, 702662.498653, 4310007.800231, 64.349042, 702713.752614, 4310003.316091, 0.349042, 51.449743
65.000000, 702660.798809, 4310000.648370, 65.605518, 702782.600313, 4309989.992120, 0.605518, 122.266766
71.000000, 702632.934161, 4309978.165746, 71.613861, 702783.688351, 4309964.976463, 0.613861, 151.330046
79.000000, 702670.259942, 4310001.279313, 79.349042, 702721.415108, 4309996.803816, 0.349042, 51.350570
82.000000, 702635.905391, 4309972.608794, 82.613861, 702768.173889, 4309961.036800, 0.613861, 132.773742
82.000000, 702674.646843, 4310020.685510, 82.349042, 702725.802008, 4310016.210013, 0.349042, 51.350570
