launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
1.000000, 702826.192590, 4309930.861509, 1.526358, 702897.583930, 4309924.615576, 0.526358, 71.664044
2.000000, 702766.765502, 4310028.008341, 2.519127, 702837.371239, 4310021.831140, 0.519127, 70.875440
5.000000, 702833.026395, 4309924.824318, 5.325789, 702870.826209, 4309921.517263, 0.325789, 37.944204
6.000000, 702845.390346, 4309958.224173, 6.548049, 702916.642056, 4309951.990457, 0.548049, 71.523879
8.000000, 702964.652143, 4309875.811820, 8.496510, 703027.111469, 4309870.347337, 0.496510, 62.697910
10.000000, 702837.247129, 4309876.602717, 10.548049, 702909.823039, 4309870.253148, 0.548049, 72.853138
14.000000, 702986.935918, 4309963.644468, 14.465005, 703043.444679, 4309958.700592, 0.465005, 56.724615
15.000000, 702968.340206, 4309888.036859, 15.496510, 703029.458480, 4309882.689703, 0.496510, 61.351736
16.000000, 702825.649363, 4309942.080683, 16.519127, 702896.006254, 4309935.925253, 0.519127, 70.625643
19.000000, 702831.200768, 4309947.452781, 19.519127, 702901.557659, 4309941.297351, 0.519127, 70.625643
21.000000, 702883.670293, 4309873.321098, 21.511897, 702955.587743, 4309867.029137, 0.511897, 72.192163
25.000000, 702834.447519, 4309953.671556, 25.316253, 702872.211154, 4309950.367667, 0.316253, 37.907886
43.000000, 703042.299638, 4309872.042713, 43.463822, 703097.996517, 4309867.169868, 0.463822, 55.909632
49.000000, 702855.195170, 4309877.975462, 49.503640, 702930.781319, 4309871.362531, 0.503640, 75.874876
49.000000, 703044.270854, 4309862.156566, 49.463822, 703099.670189, 4309857.309752, 0.463822, 55.610951
51.000000, 703045.221819, 4309861.710228, 51.287664, 703076.648430, 4309858.960756, 0.287664, 31.546655
52.000000, 702856.133622, 4310015.198911, 52.478418, 702918.468349, 4310009.745329, 0.478418, 62.572836
58.000000, 703050.577391, 4309868.831975, 58.287664, 703082.004002, 4309866.082503, 0.287664, 31.546655
58.000000, 702986.466145, 4309996.195971, 58.316253, 703018.761131, 4309993.370526, 0.316253, 32.418347
62.000000, 703077.986876, 4309856.294178, 62.484956, 703133.535975, 4309851.434261, 0.484956, 55.761288
67.000000, 703035.902950, 4309849.422237, 67.437673, 703091.870059, 4309844.525749, 0.437673, 56.180894
68.000000, 703079.142376, 4309854.466660, 68.301948, 703110.782897, 4309851.698473, 0.301948, 31.761383
75.000000, 703087.240623, 4309863.536362, 75.484956, 703142.676180, 4309858.686380, 0.484956, 55.647312
80.000000, 703044.199026, 4309845.742289, 80.278127, 703075.416945, 4309843.011076, 0.278127, 31.337166
