launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
45.000000, 702635.767047, 4309994.286196, 45.345469, 702696.935430, 4309992.150149, 0.345469, 61.205668
51.000000, 702640.896783, 4309992.549175, 51.613861, 702775.106374, 4309987.862473, 0.613861, 134.291398
54.000000, 702655.343624, 4310006.315767, 54.349042, 702706.773217, 4310004.519806, 0.349042, 51.460942
55.000000, 702657.992061, 4310019.475653, 55.349042, 702709.410463, 4310017.680083, 0.349042, 51.449743
69.000000, 702635.073094, 4309980.396684, 69.345469, 702696.241477, 4309978.260637, 0.345469, 61.205668
79.000000, 702672.168391, 4310010.397162, 79.349042, 702723.487679, 4310008.605053, 0.349042, 51.350570
