launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
39.000000, 702645.250417, 4309948.925670, 39.301969, 702681.680497, 4309949.561559, 0.301969, 36.435629
44.000000, 702647.121713, 4309951.667869, 44.503640, 702709.568663, 4309952.757885, 0.503640, 62.456463
46.000000, 702647.540431, 4309936.341940, 46.503640, 702709.987382, 4309937.431955, 0.503640, 62.456463
58.000000, 702657.078007, 4309962.936689, 58.301969, 702693.566166, 4309963.573592, 0.301969, 36.493716
60.000000, 702658.015489, 4309962.675471, 60.503640, 702720.462440, 4309963.765487, 0.503640, 62.456463
63.000000, 702655.087244, 4309935.456923, 63.301969, 702691.575402, 4309936.093826, 0.301969, 36.493716
66.000000, 702657.863875, 4309948.873088, 66.503640, 702720.310826, 4309949.963104, 0.503640, 62.456463
