launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
0.000000, 702642.000000, 4309985.250000, 0.316253, 702674.182077, 4309985.811740, 0.316253, 32.186979
3.000000, 702643.901602, 4309976.875138, 3.533588, 702716.138170, 4309978.136032, 0.533588, 72.247572
4.000000, 702643.510723, 4309968.181065, 4.316253, 702675.692800, 4309968.742805, 0.316253, 32.186979
15.000000, 702645.735849, 4309959.646059, 15.503640, 702707.939482, 4309960.731828, 0.503640, 62.213108
16.000000, 702645.932274, 4309937.189025, 16.301969, 702682.362354, 4309937.824915, 0.301969, 36.435629
20.000000, 702647.722686, 4309936.315421, 20.503640, 702710.169637, 4309937.405436, 0.503640, 62.456463
31.000000, 702654.317495, 4309948.886813, 31.301969, 702690.805653, 4309949.523717, 0.301969, 36.493716
45.000000, 702663.266107, 4309963.875919, 45.503640, 702725.900117, 4309964.969199, 0.503640, 62.643551
