launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
47.000000, 702645.370449, 4309959.583838, 47.503640, 702707.545659, 4309957.412632, 0.503640, 62.213108
50.000000, 702646.524044, 4309946.232497, 50.301969, 702682.937478, 4309944.960912, 0.301969, 36.435629
57.000000, 702649.790984, 4309948.648257, 57.503640, 702712.209400, 4309946.468558, 0.503640, 62.456463
61.000000, 702651.755961, 4309951.347534, 61.301969, 702688.227446, 4309950.073922, 0.301969, 36.493716
75.000000, 702664.241535, 4309964.965379, 75.503640, 702726.846926, 4309962.779150, 0.503640, 62.643551
