launchTime, launchX, launchY, landTime, landX, landY, FlightTime, Distance
3.000000, 702641.906202, 4309989.431733, 3.533588, 702713.228179, 4309986.941114, 0.533588, 71.365451
6.000000, 702643.783934, 4309978.864309, 6.316253, 702675.951306, 4309977.740999, 0.316253, 32.186979
18.000000, 702648.774701, 4309963.984196, 18.301969, 702685.188135, 4309962.712611, 0.301969, 36.435629
22.000000, 702646.375447, 4309954.236164, 22.503640, 702708.793863, 4309952.056465, 0.503640, 62.456463
26.000000, 702648.431720, 4309948.683139, 26.503640, 702710.850136, 4309946.503440, 0.503640, 62.456463
27.000000, 702648.971360, 4309946.169224, 27.301969, 702685.384794, 4309944.897638, 0.301969, 36.435629
42.000000, 702657.060042, 4309951.210663, 42.301969, 702693.531527, 4309949.937051, 0.301969, 36.493716
43.000000, 702657.584975, 4309953.978217, 43.503640, 702720.003391, 4309951.798518, 0.503640, 62.456463
